Code,lon,lat
ALBU,-106.616257,35.054737
HBSH,-83.190559,35.054512
AICH,137.043289,35.054031
KIOM,126.7157083,35.04468333
UCHT,-85.071144,35.044102
OCLA,-97.955101,35.03368
OOM,135.53241,35.015335
GMDRC,-115.65345,35.012329
KYO,135.783356,34.995322
WTS,-101.909462,34.981728
USCS,-81.937592,34.959496
CONV,-81.918359,34.95623
WINU,-81.030583,34.936462
FUGR,-82.438564,34.922879
HYO,135.192062,34.884659
UNAF,-87.621712,34.82729
KAI,114.3483,34.7911
AAMU,-86.571535,34.783599
SAPCL,-79.448662,34.78178
HUST,111.200233,34.772419
ECSC,-96.662773,34.772354
HECM,113.687599,34.76804
HEAC,113.6486,34.7578
HEBI,113.6486,34.7578
ANHC,-92.282041,34.752019
TSU,136.517154,34.745033
MIE,136.501667,34.742222
OKAY,133.927017,34.69659
CLEMS,-82.803459,34.689861
PEMB,-79.200042,34.685044
BGH,72.060442,34.669782
OSA,135.515594,34.61338
CAMU,-98.454895,34.600834
NHI,-112.467648,34.542842
KUFS,69.133787,34.514935
SWAT,72.2111,34.4943
SBBG,-119.709351,34.453556
UCSB,-119.845695,34.415211
HIRO,132.475939,34.410461
YIM,95.118378,34.406834
SBCC,-119.697091,34.40629
HIBG,132.347438,34.390719
MJS,105.998917,34.388451
AKASH,73.470194,34.373691
MISS,-89.530502,34.36491
RANK,47.037717,34.363575
HUP,73.2111,34.3333
SNTCM,108.7091,34.3326
RUHK,47.098906,34.325015
REH,-84.554511,34.318829
NBYC,-81.622375,34.285634
NWFC,108.081802,34.271927
WUK,108.081802,34.271927
YL,108.081802,34.271927
BCH,-85.185,34.26
VFWO,-119.224878,34.250664
SXIM,109.008244,34.237018
SFV,-118.526964,34.236222
UNGGVH,83.86528,34.23467
WNC,-77.868395,34.222814
XZTC,117.200733,34.204722
FMUH,-79.794693,34.195869
YAM,131.47139,34.185829
CSUSB,-117.327247,34.182875
WL,107.791389,34.180943
VNC,-118.4175,34.176798
ENMU,-103.3472,34.1764
CSUCI,-119.043749,34.162507
WMNH,135.207092,34.158772
LASCA,-118.052147,34.141453
LOC,-118.211708,34.139626
CHAF,-117.57579,34.137798
HNT,-118.114061,34.129563
JOTR,-116.037,34.127
HEND,-93.046143,34.12088
RSA,-117.714851,34.110271
LA,-118.441391,34.06702
KASH,74.845691,34.066359
CSLA,-118.171555,34.062328
CSPU,-117.786484,34.058666
TKPM,134.528442,34.047241
AUH,71.482101,34.021317
RAU,-6.82662,34.011139
RAB,-6.84142,34.008808
ICFP,71.475136,34.001014
DUR,-96.368004,33.99501
USCH,-81.028102,33.994943
CLARK,-117.372597,33.98238
UCR,-117.323882,33.970255
IAV,-6.784885,33.962738
WHIT,-118.022713,33.957371
GAM,-83.372895,33.943068
GA,-83.371429,33.940811
LOMA,-117.453743,33.925591
IBRC,50.8864,33.90558
BEI,35.494419,33.888939
ICP,71.875,33.884998
PES,71.875,33.884998
PPFI,71.875,33.884998
PUP,71.875,33.884998
MACF,-117.91611,33.87487
KMNH,130.792725,33.866779
POONCH,73.7483,33.8473
BZCM,115.7681322,33.8405146
MATSU,132.765747,33.839161
JSU,-85.763228,33.823784
GEO,-84.324051,33.791009
LOB,-118.122414,33.781651
ISL,73.135031,33.750428
DSC,-90.733749,33.747559
RAW,73.095826,33.720043
PMNH,73.060469,33.718057
AMAL,-85.820818,33.69697
PMAS,73.08129,33.649304
ST,116.9789,33.6361
IRVC,-117.829163,33.634602
FU,130.422936,33.627503
UAM,-91.808174,33.588615
TTC,-101.882645,33.580498
WGC,-85.096619,33.571091
KOCH,133.487447,33.549792
MBK,133.586044,33.544331
IRABS,10.642709,33.500356
BBG,-86.774399,33.486176
TEUI,-112.031578,33.465778
SAMF,-86.7994,33.463371
DES,-111.947937,33.460413
JNUB,126.561368,33.457835
MISSA,-88.784111,33.457241
ASU,-111.93381,33.41998
MUST,44.402241,33.36723
BUH,44.400879,33.34058
CATA,-118.329941,33.339241
BAG,44.198299,33.316101
BUA,44.198299,33.316101
WFRC,126.593024,33.298021
BSCA,-116.399406,33.256481
NXAC,111.726616,33.23288
TCSW,-97.110413,33.220566
NTSC,-97.144363,33.210411
UNA,-87.539314,33.209335
MUH,73.745524,33.150878
PASM,-117.183314,33.150685
GCSU,-83.231776,33.079882
CHAMB,-4.09491,33.00983
ECWP,-4.093995,33.007746
BANNU,70.59658333,32.98103
CSUNIV,-80.070123,32.977249
SALK,-80.652683,32.900805
ULT,13.18746,32.875191
IOLR,34.955589,32.825326
HAI,34.981754,32.82296
KUMA,130.724075,32.813728
CITA,-79.960037,32.796192
CHARL,-79.935952,32.789613
SDSU,-117.07131,32.777289
SNM,-108.283638,32.77523
RRLH,74.859802,32.774601
BRIT,-97.328888,32.755653
SD,-117.14856,32.731445
BEGO,35.575062,32.70694
AWC,-114.49557,32.688813
MADJ,-16.911818,32.655411
MADM,-16.911938,32.649521
SFAHAN,51.61045,32.61448
HUI,51.65971,32.601824
AUA,-85.483202,32.598881
UWAL,-88.187407,32.587409
LTU,-92.63829,32.527466
HSU,-99.734848,32.47459
ACU,-99.708712,32.47117
COLG,-84.917412,32.458897
LSUS,-93.708282,32.426811
GAS,-81.779892,32.424179
ALNHS,-86.299536,32.378421
MMNS,-90.160286,32.32333
ERDC,-90.86664,32.30744
NMC,-106.7498056,32.2800639
NMCR,-106.7498056,32.2800639
ASDM,-111.162636,32.243359
ARIZ,-110.949837,32.231312
TAC,-98.214504,32.214689
NHJ,35.829663,32.180607
SARGU,72.5,32.1667
HBAUD,113.765297,32.161755
XYTC,114.068779,32.12315
NAU,118.763908,32.106571
NF,118.799049,32.098259
N,118.756439,32.081879
TELA,34.76667,32.066669
CPU,118.7778,32.0617
NAN,118.7778,32.0617
NAS,118.853348,32.061169
NJNU,118.761787,32.060501
PLP,76.51545,32.05965
NPA,118.785233,32.059311
GSW,-84.219528,32.05806
CHUG,20.05312,32.055345
JSMI,120.891641,32.011246
AASU,-81.168832,31.97996
IABH,35.926201,31.97403
ABDC,102.2207,31.902
WXDC,102.224648,31.899429
AAUB,117.178253,31.88349
AAUF,117.178253,31.88349
ACM,117.178253,31.88349
ANU,117.178253,31.88349
CMMEX,-116.618912,31.866446
BCMEX,-116.669022,31.8664
AIB,117.2808,31.8639
ACE,117.274788,31.86083
KAR,54.469101,31.803963
TROY,-85.953873,31.79808
HUJ,35.219505,31.77367
UTEP,-106.504181,31.770611
NATC,-93.099024,31.748191
PMNHH,35.205411,31.717818
HON,103.540802,31.698093
HPC,-98.94371,31.659929
GNDUH,74.824898,31.637265
MARK,-7.99995,31.6339
NICH,131.357224,31.62665
CPUH,76.622995,31.62168
IMC,104.732422,31.607685
KHAU,48.8875,31.5826
ASTC,-94.600296,31.580093
GCUSAH,74.30769,31.57089
KAG,130.548767,31.559441
BAYLU,-97.129189,31.532681
LAH,74.369003,31.489
SAT,-100.465935,31.443472
SFRP,-92.434891,31.35546
ANUB,118.394058,31.354429
ANUG,118.394058,31.354429
WUH,118.394058,31.354429
USMS,-89.332176,31.32806
SHM,121.484797,31.232536
HSNU,121.404575,31.229186
FUS,121.4581,31.2222
SHMI,121.4581,31.2222
SHMU,121.4581,31.2222
ICHAUWAY,-84.479246,31.220816
ALEX,29.91194,31.191669
SHTU,121.415312,31.178247
LSUA,-92.414595,31.178124
SHDC,121.414978,31.173889
SG,121.444247,31.147347
CSH,121.178709,31.081674
HABAYC,-97.496849,31.051552
WCSBG,103.6130161,31.00545
SAUT,103.619347,30.99826
SIFS,103.619347,30.99826
SITC,106.186172,30.95755
SHCT,121.4494,30.9161
VSC,-83.28791,30.86305
TANE,30.99806,30.791109
PAN,76.748528,30.750488
ZBAH,120.99614,30.74135
SHST,-95.5453,30.707501
USAM,-88.179489,30.695156
SCFI,104.078499,30.6933
JNR,117.495712,30.674219
CDC,104.0667,30.6667
CDCM,104.060898,30.661591
SR,104.060898,30.661591
TTRS,-84.208778,30.657156
SCNU,104.106781,30.64308
SZ,104.106781,30.64308
CDBI,104.050308,30.62999
SCUI,32.269836,30.620385
TAES,-96.316521,30.607281
EU,114.328934,30.57865
HBFH,-87.22091,30.547585
UWFP,-87.21665,30.547264
HBI,114.368629,30.539921
WH,114.368629,30.539921
BSRA,47.788849,30.53488
HIB,114.411537,30.531281
SELU,-90.470969,30.516701
EBF,114.467941,30.512199
CCAU,114.372589,30.49968
CCNU,114.372589,30.49968
EDC,114.316368,30.49831
BASU,54.255829,30.49333
SAU,103.518106,30.488022
SAUF,103.518106,30.488022
ECM,114.26297,30.47052
HGTC,114.800003,30.450001
FSU,-84.293747,30.440241
HGCRL,-88.731552,30.43597
LSU,-91.177232,30.410988
LSUM,-91.177184,30.410921
SRSC,-103.650202,30.363667
EWM,-96.187765,30.355534
JUFL,-81.606322,30.350793
PUN,76.438416,30.342327
BSD,78.016388,30.341999
SBAC,-81.84333333,30.33683333
DD,77.997154,30.319902
KF,57.1,30.313611
ENS,109.48333,30.3
LL,-97.733774,30.28626
TEX,-97.733774,30.28626
WII,77.978897,30.282789
MIR,57.103401,30.256079
HTC,102.1689,30.2553
TEA,102.1689,30.2553
ZDC,102.1689,30.2553
ZJMA,102.1689,30.2553
ZM,102.1689,30.2553
ZMU,102.1689,30.2553
NMPG,120.069641,30.249571
ZJFI,120.069641,30.249571
GUH,78.895081,30.24295
USLH,-92.002106,30.239912
HHBG,120.12429,30.23888
LAF,-92.020025,30.211061
HHE,110.675973,30.210005
HZU,120.162109,30.20755
QUETTA,66.99046,30.165783
ZAU,120.107193,30.13732
FAN,112.40123,30.130932
LAMU,-94.104797,30.103333
CAIRC,31.323078,30.099606
IMPC,106.896149,30.092293
MAZHAR,31.14403,30.065788
CAIA,31.24967,30.06263
CAIH,31.24967,30.06263
CAIM,31.24967,30.06263
MERCA,-95.381234,30.037944
BRPP,31.027899,30.013856
HHNNR,110.783736,29.935244
HNHPS,110.78383,29.93522
CAI,31.250854,29.934654
NOLS,-90.086411,29.91786
MC,-91.906568,29.912122
PRFH,77.997298,29.902854
SWT,-97.968353,29.843697
ZJFC,120.205536,29.841885
RKT,79.98806,29.803949
THIB,-90.800006,29.791867
SBSC,-95.4571,29.79088
JJF,115.9844,29.7333
JJT,115.9844,29.7333
XZE,94.346787,29.665107
AF,91.091383,29.657931
XZ,91.118652,29.652519
XZDC,91.120399,29.648106
FLAS,-82.34108,29.643669
PIHG,-82.372299,29.634191
HSHU,52.557603,29.624154
CQNM,106.832138,29.602442
YZU,106.832138,29.602442
TLU,-97.985064,29.572031
CTC,106.456479,29.557934
LBG,115.983109,29.55678
SM,106.628014,29.55624
CQBG,106.82605,29.541805
CTS,105.965355,29.503664
CIT,106.717308,29.482296
HWA,106.717308,29.482296
SWAU,106.717308,29.482296
LLC,-98.543638,29.426936
KTUH,48.002419,29.38913
SXMP,110.619499,29.358177
SANU,110.612709,29.347628
SXDC,110.632111,29.336538
UVST,-99.683266,29.233522
ZNU,119.6547,29.1078
USON,-110.949837,29.085829
YBDC,104.642151,28.752729
JAS,115.8833,28.6833
JXCM,115.8833,28.6833
JXF,115.8833,28.6833
DUH,77.201096,28.670506
JXU,115.920929,28.669979
JCE,115.918625,28.659824
JXM,115.918625,28.659824
GWJ,110.08525,28.658182
JXAU,115.905052,28.65576
RELC,-106.071281,28.649328
NHCP,77.218147,28.627165
HCIO,77.158936,28.61977
IARI,77.158936,28.61977
RHMD,77.158607,28.618992
FTU,-81.203819,28.596901
TFC,-16.322778,28.479167
SWCTU,105.534477,28.471752
TFMC,-16.25474,28.469025
SRF,117.976357,28.44331
ORT,-16.535816,28.411697
JIU,109.707382,28.289509
HNNU,113.020447,28.197269
HUE,112.948822,28.1742
HUCM,112.992767,28.16264
DWP,-81.446182,28.134199
WWF,-97.44202,28.121175
LPA,-15.4594,28.0658
USF,-82.4148,28.0597
BCM,-15.464726,28.05221
WZUH,120.685137,28.006465
FTS,116.352852,27.997906
XIAS,102.19175,27.96575
CSFI,113.16909,27.91827
HUNST,112.913203,27.908145
LSDC,102.263931,27.89546
STPE,-82.633842,27.76219
TAMUCC,-97.329197,27.715233
KATH,85.318634,27.709179
ZY,106.915479,27.705816
TUCH,85.320602,27.701691
EMA,113.903343,27.666128
TAIC,-97.862358,27.507553
SLUBGH,68.764022,27.491647
THIM,89.651464,27.41996
MOT,-82.57741,27.332857
SEL,-82.539818,27.328402
BJ,105.312333,27.295017
FLSP,-82.49041,27.217648
JHS,78.023369,27.18399
ASTU,31.18505,27.183611
ARCH,-81.355698,27.181957
GNA,114.762344,27.16017
JGSU,115.027941,27.11052
ARUN,93.631596,27.101568
BSHC,88.514313,27.099421
ARRI,93.645554,27.06583
NYA,112.575241,27.039429
SWFC,101.080559,27.024498
YFS,101.080559,27.024498
IFRD,101.085701,27.020868
KEF,101.085701,27.020868
PYU,101.085701,27.020868
YCE,101.085701,27.020868
HUF,112.614464,26.92828
WNU,111.461487,26.901257
RUBL,75.813812,26.86887
LWU,80.89444,26.861061
CIMAP,80.891975,26.860718
CDRI,80.95771,26.854719
GFS,106.653488,26.851719
LWG,80.92984,26.841572
HUIF,112.3839,26.7147
HUTM,112.3839,26.7147
NDTC,119.524788,26.653839
GF,106.630103,26.647481
GZTM,106.630103,26.647481
HGAS,106.630103,26.647481
SHG,31.629839,26.62829
JN,114.124893,26.591305
GNUB,106.723488,26.58622
GNUG,106.723488,26.58622
LPSNU,104.820462,26.579026
FJFC,118.11647,26.570971
SUH,31.707711,26.565346
GACP,106.672058,26.42922
GZAC,106.672058,26.42922
BURI,75.855278,26.38
GMB,106.638326,26.3758
QNUN,107.519877,26.292833
KFUH,50.210784,26.289195
ICAR,72.947129,26.287687
JAC,73.029488,26.278002
BSJO,72.985817,26.26841
PAUH,-98.175262,26.253019
URO,127.760399,26.25197
RYU,127.753868,26.21962
JUG,78.194641,26.203691
GUBH,91.661689,26.154724
FMP,119.290901,26.115589
SWF,-81.770401,26.115534
FAU,-80.237244,26.083723
BCBC,-80.23441,26.08031
FNU,119.322609,26.03915
RUNYON,-97.49231,25.900684
GAFS,114.916702,25.86837
ICTB,-80.2526,25.717
FTG,-80.273167,25.67668
MEMO,-100.297333,25.660919
ASSAM,91.872498,25.610901
UNL,-100.256165,25.601954
Herbario Jorge Arturo Alba Avila,-103.501564,25.588549
ANSM,-101.025864,25.461399
BSA,81.854446,25.459909
SINDH,68.2666,25.4183
WI,25.32625,25.32625
FNPS,-80.898632,25.286812
BHAG,86.886452,25.28245
GLMC,110.296569,25.280592
GNU,110.3209,25.265459
BAN,82.953362,25.24662
BHUPP,82.953362,25.24662
IBK,110.319382,25.06374
BNH,-77.348038,25.048803
NTUF,121.531853,25.04776
TAI,121.531853,25.04776
TNU,121.531853,25.04776
YUKU,102.709808,25.045389
HAST,121.615,25.043
KUN,102.7183,25.0389
KUNE,102.7183,25.0389
YAF,102.7183,25.0389
YCP,102.7183,25.0389
YDC,102.7183,25.0389
YNUB,102.7183,25.0389
TAIF,121.510232,25.031344
XIN,104.918442,25.023695
KUH,67.118373,24.943422
CFNL,-99.565048,24.856396
PNUH,46.725347,24.847003
HJBC,-107.385121,24.841218
YNTCEM,102.824757,24.836855
GBH,-100.078,24.822
UAS,-107.396584,24.800684
HCT,121.136673,24.7113
KSU,46.783169,24.709311
KSUP,46.783169,24.709311
MUZ,46.783169,24.709311
RIY,46.783169,24.709311
FJSI,118.13176,24.499069
EAD,54.388591,24.463422
GXFS,109.373833,24.45546
XMBG,118.109167,24.439647
AU,118.107208,24.436729
YXDC,102.5422,24.355
ABDH,55.670532,24.1954
TUNG,120.631493,24.18482
TNM,120.683258,24.15732
HCIB,-110.306061,24.148785
FBCS,-110.309395,24.111473
TCF,120.553818,24.096251
ASW,32.898891,24.0875
CIIDIR,-104.611,24.0504
DACB,90.333298,24
JUH,90.2671,23.8824
TAIE,120.8006969,23.8284626
UAT,-99.145256,23.752705
ITCV,-99.136078,23.745686
CZH,116.642,23.68
ON,58.593268,23.613349
SQUH,58.172005,23.591777
OBG,58.123695,23.564154
CHIA,120.445449,23.471518
SCSG,116.721771,23.36998
GDMM,113.419144,23.27243
BHPL,77.4504,23.253
BURD,87.839058,23.223652
IBSD,112.567589,23.15844
CANT,113.352472,23.157225
SCAUB,113.35351,23.155375
GUCM,113.265013,23.155282
SN,113.492128,23.146436
GDGM,113.298683,23.139842
MNHN,-82.364166,23.13833
IBSC,113.335953,23.134489
JU,113.332708,23.126961
HAC,-82.392775,23.109936
GDMP,113.270309,23.107559
GNNU,113.335733,23.099322
SYS,113.297928,23.097719
NCKU,120.168114,23.024759
NEGI,113.724985,23.000046
HFA,-82.14880943,22.99849606
HAJB,-82.339325,22.995172
TAIM,120.612404,22.956724
NMSRC,57.6719,22.9122
GXCM,108.288391,22.880619
GXEM,108.337908,22.851775
BGT,108.288811,22.845285
GAUA,108.269567,22.844303
GAC,108.269528,22.837767
GXNM,108.365463,22.81707
GXF,108.3167,22.8167
GXFI,108.3167,22.8167
GXMG,108.3167,22.8167
GXMI,108.3167,22.8167
GXSP,108.3167,22.8167
GXDC,108.327214,22.804819
ROIG,-82.50264,22.79528
NNA,108.292488,22.777559
SYSU,120.332222,22.76417
SMAO,100.972,22.757076
SMN,100.972,22.757076
HANC,-82.77417,22.69611
PPI,120.585472,22.653139
HCNGB,114.472052,22.590583
SZG,114.166367,22.561522
BSIS,88.351913,22.556789
CAL,88.27932,22.55295
CUH,88.36272778,22.5274861
HPVC,-80.002274,22.445715
KFBG,114.118469,22.433883
CUHK,114.207086,22.420153
HAJU,-83.69271,22.417106
HKBU,114.169325,22.4141
BARO,73.174202,22.330717
HK,114.18721,22.322702
HKU,114.137092,22.283549
AJBC,-80.469421,22.216669
NOCC,111.1119,22.1852
CIAN,-102.27372,22.146753
SLPM,-100.943794,22.126469
IMDY,100.7341,21.991
HUAA,-102.314087,21.91774
PTBG,-159.511917,21.907511
INEGI,-102.286133,21.862978
BHAV,72.095062,21.751053
WAI,-158.053064,21.636315
HITBC,101.307831,21.45355
VNMN,104.8,21.45
BISH,-157.86981,21.333268
HAW,-157.814713,21.301435
ZHAN,110.356949,21.267611
VAFS,105.773912,21.078077
HN,105.80128,21.047844
NIMM,105.848497,21.02913
CICY,-89.639008,21.028409
HMC,-77.137718,21.027464
VNF,105.82653,21.021383
HNIP,105.859076,21.019808
HACC,-77.255936,21.012487
HNU,105.807416,20.99588
VFM,105.8906937,20.9951391
WLM,-100.727551,20.917701
UADY,-89.623062,20.859745
RAF,95.89167,20.85
HIPC,-76.983475,20.840416
CAP,41.38888889,20.79
HALE,-156.247108,20.760307
IBUG,-103.512855,20.744808
GUADA,-103.40609,20.695799
ENSJ,-103.324394,20.673599
HHUAQ,-100.368854,20.624428
QMEX,-100.409645,20.589319
CREG,-103.388489,20.420321
CPNP,105.607967,20.318792
RRLB,85.863953,20.21977
HGOM,-98.731842,20.121
HUTB,110.338409,20.059288
HFB,110.357277,20.0397
BSC,-75.816852,20.016228
HAF,110.35408,20.004421
CIMI,-102.717361,19.989079
ATCH,110.32939,19.983955
BAMU,75.313447,19.902446
MFLU,99.831322,19.902306
UCAM,-90.556966,19.828947
CIQR,-90.605921,19.786048
ZEA,-104.366341,19.768814
EBUM,-101.197029,19.690401
CIB,-96.906487,19.528755
XAL,-96.906487,19.528755
XALU,-96.906487,19.528755
IEB,-101.609863,19.517342
IZTA,-99.188568,19.51573
CHAP,-98.891937,19.496241
XOLO,-98.891937,19.496241
JES,-98.888923,19.492122
CMPH,-98.89343,19.465224
CHAPA,-98.905056,19.460692
ENCB,-99.189362,19.458096
UCMM,-70.699997,19.450001
AMO,-99.220505,19.423613
FEZA,-99.034927,19.376221
UAMIZ,-99.07183333,19.36034722
INIF,-99.157043,19.351759
IMSSM,-99.162094,19.346386
CODAGEM,-99.601051,19.333376
CAYM,-81.306473,19.326084
FCME,-99.181137,19.322994
MEXU,-99.19410824,19.32052914
TLXM,-98.224998,19.312731
HBARC,73.0043,19.0801
HPNP,104.735069,19.067634
HUAP,-98.200478,19.004061
HUMO,-99.237602,18.97414
UCOL,-103.89594,18.947315
BLAT,72.834053,18.935102
QBG,98.940498,18.915632
CORU,-96.929077,18.890175
CMUB,98.963946,18.803478
CMU,99.005676,18.791004
ZON,97.00884,18.65018
SPPU,73.824575,18.552297
EHH,-72.341082,18.541435
BSI,73.88533,18.528481
FCP,73.841066,18.52434
AHMA,73.830643,18.52017
AMH,73.830643,18.52017
JBSD,-69.920341,18.484291
USD,-69.920341,18.484291
UPRRP,-66.097923,18.462069
UPR,-66.055813,18.440202
SJ,-66.059064,18.391774
VIST,-64.972928,18.342326
MAPR,-67.139925,18.210649
MSM,-67.139925,18.210649
HNUL,120.567492,18.188218
NGCPR,73.977225,18.148639
HNM,-15.94975,18.10033
FOF,102.635106,18.03859
KUW,79.552002,18.0282814
UJAT,-92.96167,18.022961
UCWI,-76.742638,18.004946
CSAT,-93.385986,17.99312
IJ,-76.775711,17.98307
HNL,102.614979,17.962917
AUV,83.320088,17.72885
SGBG,-64.829526,17.715907
WCAS,75.925473,17.666763
UAGC,-99.486816,17.546711
HY,78.53096,17.40575
PRAGATI,78.181068,17.390481
UH,78.517891,17.36591
BSID,78.416817,17.34939
BRH,-88.7667,17.25
SERO,-96.714226,17.05205
OAX,-96.723404,17.028946
JAZUH,42.543316,16.973712
RANG,96.121666,16.832914
HEM,-93.114929,16.767839
CHIP,-93.118599,16.758566
CH,-92.633949,16.707212
SUK,74.258667,16.691759
NLUH,120.548607,16.435829
ANUH,80.52695,16.378291
MSUT,103.296761,16.32284
GUAD,-61.596298,16.177818
KKU,103.581772,15.99656
CURLA,-86.780884,15.75939
HJBL,-87.461769,15.715601
KHF,32.533611,15.54665
KHU,32.533611,15.54665
DAKAR,-17.444059,14.6937
PUH,121.073608,14.65889
MSI,121.068979,14.650776
SKU,77.551834,14.650264
USCG,-90.526939,14.62111
MTK,-61.09588,14.620724
USTH,120.987091,14.610177
UVAL,-90.487993,14.606005
PNH,120.976158,14.60103
AGUAT,-90.551921,14.588848
BIGU,-90.551921,14.588848
HEH,-87.824715,14.58672
MICG,-90.553731,14.583947
DLSUH,120.9924096,14.5666496
WM,33.498901,14.4056
HURLGT,90.316,14.3514
CLP,121.24649,14.18347
EBL,121.2433147,14.1675356
CAHUP,121.245216,14.165224
LBC,121.245216,14.165224
CALP,121.247547,14.163052
EAP,-87.198616,14.091537
TEFH,-87.198616,14.091537
BBH,100.602546,14.079434
DMSC,100.487511,13.85273
BKF,100.568886,13.823922
BK,100.551361,13.7981
PBM,100.525726,13.764128
RAMK,100.619297,13.756984
TTM,100.516361,13.7496
BCU,100.536636,13.7459
ITIC,-89.197258,13.70981
MHES,-89.19724722,13.6754417
LAGU,-89.243034,13.669226
SVUTY,79.396825,13.629816
HTU,44.023215,13.588793
ESN,2.11178,13.5125
GUAM,144.800232,13.44634
WAPA,144.675478,13.422268
BAR,-59.604027,13.096959
FRLH,77.581337,13.093173
UASB,77.574897,13.080103
PCM,80.27668,13.054397
RRCBI,77.585968,12.933429
PND,74.8959231,12.9300747
SHC,78.567873,12.50271
HULE,-86.87944,12.43556
CNSF,-1.53834,12.36423
HNBU,-1.53834,12.36423
OUA,-1.53834,12.36423
ENAG,-86.161866,12.149756
HNMN,-86.259369,12.141825
AURO,79.812756,12.009834
DLU,108.444339,11.953899
HIFP,79.827881,11.929085
PBL,92.726105,11.63765
HND,43.154398,11.563098
HG,-72.916849,11.53921
RUPP,104.901848,11.536613
CORO,-69.667221,11.40917
IER,-5.663967,11.315072
LSHI,27.28,11.27
DEV,75.83416,11.260671
CALI,75.777306,11.249243
ZGC,75.821977,11.243274
MBGH,75.827975,11.237582
UTMC,-74.187927,11.23588
CMPR,76.059906,11.073318
PBB,106.586991,11.067067
DUGAND,-74.871685,11.020223
UNO,-74.850665,11.019918
MH,76.935463,11.01347
FRC,76.947891,11.008158
MOBR,-63.849998,10.95
RHT,78.695953,10.830622
SGN,106.701762,10.78264
PHH,106.682569,10.762699
VNM,106.671903,10.752598
HERZU,-71.68338,10.673535
TRIN,-61.401108,10.641701
KFRI,76.307983,10.524335
CAR,-66.843674,10.489393
VEN,-66.843674,10.489393
MYF,-66.892041,10.48797
IRBR,-64.166672,10.46667
LSCR,-84.006544,10.430581
HGV,-66.978748,10.399826
IVIC,-66.978375,10.3985
JBGP,-75.429727,10.355255
CEBU,123.911045,10.353769
CSCS,123.897781,10.33361
IPMY,-67.558731,10.29586
GUD,77.923411,10.276675
MY,-67.570213,10.23819
VIA,-67.570213,10.23819
SNMH,76.182924,10.180072
UCOB,-69.46479,10.02206
JVR,-84.115196,9.999054
SAC,76.2786,9.9855
BOG,-75.303139,9.98372
USJ,-84.049483,9.937703
CR,-84.071697,9.932777
VH,75.322378,9.875937
JUHN,8.883333,9.85
JBL,-83.888592,9.840004
UOJ,-63.51667,9.75
PPC,118.738582,9.738323
CMS,76.478892,9.605665
HARG,44.046889,9.546409
HNG,-13.676337,9.543531
RHK,76.583527,9.470668
ACD,42.034031,9.431808
HUHE,42.034348,9.41505
MTCHT,76.58386,9.400708
HEFG,13.383925,9.337808
UNIPAR,2.6494,9.3377
HEUS,-75.396111,9.295
CATH,76.780299,9.258827
PORT,-69.833328,9.08333
SCZ,-79.642725,9.06472
PMA,-79.5326,9.03899
ILCA,38.814572,9.015703
SERG,-10.080463,9.006667
ETH,38.756622,9.003844
STRI,-79.543706,8.962998
HLDG,-82.940201,8.810585
HUC,-75.880051,8.739439
XCH,77.721199,8.675947
MERC,-71.150268,8.627834
MER,-71.144997,8.59833
MERF,-71.144997,8.59833
KUBH,76.888078,8.567351
TBGT,76.922134,8.565752
FBC,-13.25983,8.45797
SL,-13.25983,8.45797
UCH,-82.4500215,8.4315043
SCCN,77.407651,8.185372
GUYN,-63.549721,8.12222
CMUH,125.051199,7.863223
FPI,4.530315,7.520767
FHI,3.89639,7.38778
UCI,3.89639,7.38778
PICRC,134.46609,7.33866
BNM,134.476483,7.336735
IFE,4.47678,7.2779
PDA,80.584099,7.2622
UIS,-73.126694,7.127481
PSU,100.51503,7.017222
HAKS,80.816673,6.91667
CEDD,7.3927,6.8561
UNN,7.3927,6.8561
BRG,-58.15527,6.80448
FDG,-58.15527,6.80448
KUM,-1.622117,6.687105
KUU,1.563288,6.680198
LUH,3.388231,6.51255
ULN,3.38292,6.49789
EFH,7.441518,6.417825
BENIN,2.43,6.35
LIB,-10.794008,6.299807
HUA,-75.571869,6.253615
JAUM,-75.571869,6.253615
MEDEL,-75.553665,6.250608
TOGO,1.225389,6.12263
BORH,116.128738,6.018091
SNP,116.128738,6.018091
BBS,-55.166821,5.86638
SAN,118.080139,5.849786
CHOCO,-76.65593,5.684569
TFAV,-67.623611,5.66389
GC,-0.18333,5.65
UPTC,-73.356989,5.5526
UMTP,103.08772,5.407763
USMP,100.304473,5.358296
IBAAN,-4.024429,5.345317
UCJ,-4.02806,5.34111
CSRS,-4.128129,5.330747
CCG,-1.25,5.1
FAUC,-75.479919,5.042338
HJBG,-52.526725,5.020077
UBDH,114.885694,4.965216
BRUN,114.948059,4.94029
CAY,-52.327816,4.923807
COAH,-74.113724,4.70033
JBB,-74.09977,4.667885
HJJT,-74.107811,4.654264
COL,-74.081944,4.6425
HT,-74.072665,4.64093
HPUJ,-74.063652,4.627782
UDBC,-74.064449,4.597241
ANDES,-74.07737,4.59455
HUQ,-75.688721,4.51268
FMB,-74.124382,4.46773
TOLI,-75.219948,4.455119
BANG,18.534575,4.277803
LLANOS,-73.643165,4.146919
TULV,-76.198318,4.097413
SCA,9.2149,4.0242
YA,11.51667,3.86667
VALLE,-76.294418,3.519569
CUVC,-76.536519,3.371426
ICESI,-76.52936667,3.3414833
KEP,101.636452,3.223091
